KO,Bsal_1_15,Bsal_1_29,Bsal_2_15,Bsal_2_29,Bsal_3_15,Bsal_4_15,Bsal_4_29,
K15789,329,202,64,35,43,22,56,
K07098,289,272,75,131,48,24,55,
K00648,309,182,14,186,29,9,41,
K03183,229,276,31,81,17,23,72,
K09888,94,306,99,78,13,19,62,
K18682,789,4034,330,663,116,90,755,
K18954,122,31,5,4,22,0,6,
K06867,3,17,0,4,0,1,2,
K01485,101,50,3,6,16,1,10,
K01845,118,39,0,6,7,1,6,
K02395,437,402,29,119,63,27,86,
K01505,589,559,87,178,50,57,148,
K07397,265,256,32,63,37,27,51,
K06975,155,222,37,44,27,23,36,
K00615,453,86,24,42,57,37,31,
K00615,266,75,14,34,24,27,21,
K02687,194,107,6,20,17,13,20,
K07507,112,59,1,14,21,2,8,
K00784,194,202,47,68,39,39,30,
K01991,334,189,58,112,32,50,46,
K02474,654,366,198,162,74,207,66,
K16692,561,448,202,228,93,226,125,
K06180,420,1396,82,279,70,50,209,
K01921,238,185,51,39,52,75,24,
K00954,150,119,28,28,31,28,18,
K00287,118,164,45,37,16,15,23,
K03744,1120,1815,654,323,208,152,239,
K11021,162,148,24,35,21,27,25,
K07486,0,0,0,0,0,0,0,
K06927,0,0,0,0,0,0,0,
K01159,0,0,0,0,0,0,0,
K02013,23,0,0,0,1,0,0,
K02016,165,1,0,0,10,0,0,
K03187,29,0,0,0,3,0,0,
K04652,49,2,1,1,3,0,0,
K04651,117,1,0,0,6,0,0,
K00344,60,13,0,8,6,3,2,
K03790,1,1,0,0,0,0,0,
K00077,77,48,22,5,10,7,18,
K11811,161,1564,1,260,15,1,265,
K04564,82,2042,0,193,25,4,324,
K09012,145,144,2,57,10,7,37,
K24204,0,1,0,0,0,0,0,
K03088,2,9,1,2,2,0,0,
K07165,140,4,0,5,8,0,2,
K03797,264,1,0,1,41,0,1,
K00227,233,178,49,19,19,14,24,
K03701,160,227,10,54,23,16,63,
K02014,176,41,3,12,20,4,17,
K01083,0,0,0,0,0,0,0,
K01118,0,0,0,0,0,0,0,
K00946,227,155,21,24,23,16,45,
K07107,235,247,26,42,25,23,52,
K03555,180,864,56,169,20,31,144,
K03790,0,0,0,0,0,0,0,
K08994,111,48,7,4,15,3,12,
K00858,563,329,43,109,84,47,70,
K01624,1419,1954,474,334,131,171,311,
K06373,267,250,23,52,64,19,42,
K03559,36,25,2,8,9,0,6,
K03561,206,173,8,52,25,39,35,
K10773,9,3,1,0,3,3,1,
K03790,3,0,0,0,0,0,0,
K03564,0,0,0,0,0,0,0,
K00971,440,654,67,164,77,80,95,
K12340,244,186,35,64,34,18,35,
K02742,0,0,0,0,0,0,0,
K11754,349,86,39,15,43,12,12,
K02426,0,0,0,0,0,0,0,
K03696,9263,76748,3558,14127,1609,1684,14504,
K00566,629,641,60,162,53,98,132,
K00587,15,12,1,4,0,0,6,
K02478,51,43,7,10,7,6,10,
K13652,110,85,1,31,8,2,16,
K03797,212,48,9,13,24,13,10,
K04565,0,0,0,0,0,0,0,
K06937,104,63,30,22,12,10,16,
K03787,0,0,0,0,0,0,0,
K13292,225,364,31,77,31,24,52,
K00364,236,483,66,73,34,44,60,
K00059,0,0,0,0,0,0,0,
K07056,0,0,0,0,0,0,0,
K00857,323,380,100,54,51,28,55,
K01798,875,807,290,179,141,163,166,
K07001,775,432,119,79,103,63,62,
K07042,137,123,39,34,23,23,36,
K03495,1105,949,241,290,133,124,242,
K00927,295,396,116,113,47,69,103,
K01808,324,530,188,75,40,76,113,
K12573,1452,1403,264,257,221,300,318,
K01297,1,0,0,0,0,0,0,
K07460,0,0,0,0,0,0,0,
K14742,0,0,0,0,0,0,0,
K06287,123,267,35,44,17,24,43,
K03270,52,50,14,16,8,5,4,
K03088,293,1954,199,409,75,41,385,
K03596,463,476,56,101,63,48,91,
K03574,180,23,10,6,19,3,3,
K01939,238,65,33,28,36,21,11,
K23518,95,62,12,9,17,3,8,
K12410,141,57,7,7,25,3,11,
K07559,122,108,8,22,21,9,18,
K07313,263,268,10,53,46,9,50,
K04758,66,189,4,29,6,12,35,
K04759,694,1316,103,262,73,59,235,
K00684,150,57,10,15,7,7,10,
K12243,325,478,102,76,57,51,71,
K02014,860,8,3,4,93,0,2,
K00806,317,509,104,128,50,47,115,
K07277,1735,1752,299,487,191,231,317,
K06142,285,301,86,89,27,27,88,
K06142,1720,5646,1100,1276,276,207,1168,
K07107,119,41,17,11,18,9,16,
K00067,154,68,46,18,16,13,16,
K21900,126,10,2,3,14,2,6,
K01883,354,62,20,11,45,18,16,
K01495,114,144,37,25,15,14,33,
K00297,0,0,0,0,0,0,0,
K00548,256,379,47,114,33,10,80,
K00831,630,169,18,34,60,47,47,
K01302,268,181,18,27,33,9,26,
K01745,334,165,69,44,42,25,34,
K00059,302,287,59,52,32,18,42,
K02078,59,86,35,27,12,10,17,
K09516,437,80,25,16,41,11,13,
K19200,157,18,3,6,17,3,4,
K01444,220,134,35,40,26,13,43,
K06201,96,84,43,39,20,9,16,
K01192,133,84,11,14,17,4,12,
K11936,0,0,0,0,0,0,0,
K00912,243,119,24,38,18,38,22,
K03783,200,397,37,97,30,23,77,
K02346,305,68,9,24,36,9,4,
K24866,0,0,0,0,0,0,0,
K02014,424,22,0,8,30,0,1,
K00381,194,24,5,2,24,0,12,
K00380,376,114,4,32,27,7,24,
K02303,76,121,4,11,10,1,8,
K01738,143,278,4,26,8,0,17,
K00640,107,446,3,39,13,2,29,
K00956,259,638,7,56,25,1,82,
K00957,424,1376,28,130,38,3,196,
K00390,308,1065,8,101,28,8,110,
K18954,63,112,26,13,9,4,18,
K16842,9,0,0,0,0,0,0,
K03790,0,0,0,0,0,0,0,
K00285,1175,376,146,310,59,132,171,
K12658,141,61,7,26,3,14,28,
K13877,445,234,10,160,43,42,95,
K21062,343,115,18,74,24,45,61,
K01278,395,202,28,85,44,29,45,
K03652,12,1,0,0,1,0,0,
K03649,2,5,0,0,0,0,0,
K11741,0,0,0,0,0,0,0,
K11383,95,39,6,7,12,4,5,
K02014,114,73,17,12,13,1,11,
K03724,301,352,38,69,36,55,87,
K06953,0,0,0,0,0,0,0,
K01834,0,0,0,0,0,0,0,
K08307,319,515,43,183,48,34,143,
K03284,141,189,27,39,20,8,32,
K00648,0,0,0,0,0,0,0,
K00075,190,41,4,13,22,0,20,
K00981,17,29,10,8,3,3,7,
K11085,42,27,3,11,5,1,8,
K01613,0,0,0,0,0,0,0,
K07263,35,21,3,7,0,2,3,
K06133,184,112,13,33,19,5,16,
K02437,351,856,202,129,52,37,124,
K18831,280,1637,307,198,60,175,270,
K14060,290,1167,334,207,84,213,239,
K07497,312,222,100,47,41,64,38,
K07391,5,0,1,1,0,1,0,
K03668,0,0,0,0,0,0,0,
K03665,690,2372,354,508,157,133,401,
K03316,423,446,51,203,57,26,77,
K07300,383,1179,148,166,55,35,149,
K06886,39,22,15,3,3,8,2,
K08715,154,121,40,29,14,12,18,
K06940,10,5,0,4,0,1,1,
K00262,87,44,17,17,14,3,13,
K05937,0,0,0,0,0,0,0,
K00627,216,415,110,67,24,33,79,
K00161,472,668,41,255,66,83,161,
K02171,19,53,11,8,2,6,11,
K13236,226,198,1,65,19,5,38,
K01918,251,525,157,79,41,38,103,
K00891,0,3,0,1,1,0,0,
K04762,5,4,0,0,0,0,2,
K22083,65,67,5,15,7,4,15,
K00334,221,495,89,108,37,15,97,
K00335,700,974,120,315,77,58,182,
K00337,293,413,55,162,42,49,77,
K00338,103,115,15,93,18,16,41,
K00339,72,115,30,38,17,8,33,
K04564,0,0,0,0,0,0,0,
K03628,1576,4827,772,684,135,202,696,
K01077,77,2,0,4,4,2,2,
K00343,75,151,46,23,13,9,24,
K00341,394,555,82,185,37,26,140,
K00340,116,176,22,66,12,23,23,
K04750,74,119,27,29,8,4,15,
K07032,74,53,18,5,5,12,4,
K09003,194,81,22,10,19,9,20,
K11752,264,269,25,89,31,22,50,
K06973,172,640,38,165,31,33,130,
K02902,201,170,96,40,15,31,41,
K02913,122,84,60,33,10,43,21,
K09022,7,4,1,1,0,0,0,
K04773,37,61,5,18,1,0,6,
K03110,0,0,0,0,0,0,0,
K00950,56,183,43,26,16,25,35,
K03286,2438,3446,140,1184,291,370,794,
K00604,86,83,16,23,14,5,9,
K14652,142,121,43,24,20,18,15,
K15255,8,0,0,0,1,0,1,
K01726,35,59,12,20,6,1,20,
K22074,544,1502,96,283,61,92,228,
K01400,40,37,4,6,1,4,4,
K19784,0,0,0,0,0,0,0,
K01772,0,0,0,0,0,0,0,
K02014,394,581,108,116,59,49,134,
K01069,0,0,0,0,0,0,0,
K01194,389,8,4,17,71,0,4,
K08174,188,7,0,4,18,0,5,
K03585,108,330,0,94,9,0,42,
K01790,155,130,44,37,23,15,26,
K14441,468,209,70,48,45,50,52,
K01142,71,308,56,39,19,24,30,
K03642,0,0,0,0,0,0,0,
K03719,28,11,1,0,6,0,1,
K00549,722,209,106,57,65,188,35,
K03088,126,149,29,48,11,9,46,
K00451,50,52,1,9,8,2,10,
K02014,1015,9105,201,956,123,87,1741,
K01174,179,45,8,15,18,1,13,
K03543,1,0,0,0,0,0,0,
K07090,24,0,0,0,5,0,0,
K00286,94,41,3,7,12,4,4,
K00428,95,26,6,4,5,9,3,
K03593,398,957,80,165,41,31,224,
K01870,1355,731,109,206,111,146,138,
K12243,96,291,13,21,15,6,45,
K03417,304,247,7,156,49,24,67,
K01659,530,291,47,159,64,64,74,
K01720,556,277,16,230,47,36,67,
K00140,598,303,8,255,47,37,84,
K11538,261,156,16,138,35,16,52,
K00020,253,130,2,54,22,9,26,
K01715,229,115,5,74,8,16,20,
K18954,164,123,19,21,24,2,14,
K19572,160,35,5,4,12,3,6,
K21573,776,41,4,7,91,0,10,
K21572,150,15,1,1,19,0,7,
K01889,85,16,0,0,9,0,5,
K03790,178,12,8,2,22,1,1,
K18954,102,10,3,2,12,2,2,
K17836,172,12,3,2,19,1,4,
K02492,130,100,38,42,13,26,26,
K01749,618,549,79,150,76,81,99,
K01719,140,184,16,59,31,31,26,
K11717,16,23,3,12,4,3,3,
K01599,0,0,0,0,0,0,0,
K02897,228,446,74,89,16,27,89,
K08987,38,39,9,16,5,3,15,
K00626,536,952,194,179,69,83,153,
K06902,289,217,30,50,38,17,38,
K21488,29,1,0,0,3,1,0,
K00760,165,142,46,26,6,34,18,
K00939,63,51,17,12,6,4,11,
K03979,0,0,0,0,0,0,0,
K07300,296,112,27,45,29,13,22,
K25132,129,57,1,18,10,2,11,
K25133,171,36,1,21,25,3,10,
K10834,98,32,14,15,5,0,10,
K01956,890,105,32,37,70,99,17,
K00609,725,104,112,24,56,76,24,
K01755,241,97,94,28,31,25,15,
K03719,0,0,0,0,0,0,0,
K00930,164,35,11,20,20,2,2,
K13043,133,23,3,4,19,5,1,
K00145,115,53,34,2,9,12,8,
K01940,222,89,64,31,28,28,25,
K01908,446,255,19,84,56,23,40,
K01895,811,787,84,201,120,76,93,
K01139,917,2439,225,371,142,112,360,
K03313,11,19,3,8,0,1,0,
K07058,0,0,0,0,0,0,0,
K00783,1,1,0,1,1,0,0,
K03216,0,0,0,0,0,0,0,
K19302,313,261,56,59,43,30,43,
K03117,240,161,15,32,26,4,34,
K00675,0,0,0,0,0,0,0,
K08151,123,37,9,12,14,18,7,
K08968,0,0,1,0,0,0,0,
K06213,221,269,44,53,23,27,40,
K04066,0,0,0,0,0,0,0,
K01192,213,63,29,22,32,9,9,
K00382,1451,1359,687,359,128,272,282,
K01890,265,697,69,87,46,37,98,
K03668,0,0,0,0,0,0,0,
K02834,190,390,102,96,27,26,82,
K03531,852,2871,466,459,131,172,486,
K09117,0,0,0,0,0,0,0,
K03590,1120,1371,168,312,179,169,271,
K03589,1092,828,71,181,161,90,134,
K01924,252,244,48,65,31,36,26,
K02563,353,341,59,45,46,27,37,
K01925,593,519,56,90,99,30,88,
K01000,422,540,114,90,46,96,81,
K01928,329,260,21,38,45,23,51,
K03438,312,305,87,41,50,52,30,
K03925,490,448,220,94,63,61,71,
K03978,187,469,122,106,44,27,66,
K02348,139,222,73,57,21,21,32,
K07504,147,25,6,2,12,10,5,
K07304,0,0,0,0,0,0,0,
K25026,267,294,48,53,35,25,45,
K02014,327,117,7,21,18,7,28,
K02014,172,2,1,4,11,0,4,
K02014,467,110,16,17,51,8,24,
K20483,160,192,12,53,17,3,41,
K20484,126,68,0,25,15,0,7,
K01744,287,115,10,52,35,21,25,
K11066,552,827,94,135,91,64,142,
K18954,0,5,0,4,0,1,1,
K01251,182,60,26,19,21,18,16,
K07226,205,652,95,90,20,32,86,
K07300,58,8,3,2,4,1,3,
K03704,54,11,0,2,5,0,0,
K00558,174,154,70,58,40,44,29,
K14060,94,129,56,26,32,19,19,
K00558,406,397,104,93,57,64,85,
K11904,2394,2707,476,596,278,341,537,
K03650,116,221,48,34,13,36,36,
K03719,77,246,37,53,9,31,38,
K07096,211,84,18,9,37,6,14,
K18954,119,35,13,3,13,2,8,
K03585,114,6,6,2,12,7,0,
K15725,134,4,1,2,19,0,0,
K00243,0,0,0,0,0,0,0,
K06193,121,138,18,35,16,32,18,
K03500,419,91,36,28,35,15,20,
K01113,417,6,2,5,61,5,2,
K18954,309,370,43,46,51,31,51,
K21430,81,29,3,9,8,1,12,
K03702,924,688,86,136,115,78,124,
K17686,3333,53402,214,10808,183,413,10981,
K22278,479,290,95,150,67,60,83,
K06997,98,119,24,32,10,11,31,
K03327,282,326,66,109,52,57,54,
K15977,13,9,0,2,4,1,4,
K03595,190,383,48,75,9,33,65,
K01265,180,159,38,41,26,13,31,
K03921,6,3,1,1,0,0,3,
K15633,582,1638,208,241,86,56,291,
K07093,134,26,9,1,8,1,12,
K03113,0,0,0,0,0,0,0,
K00428,446,5,1,1,36,0,2,
K23775,107,34,11,7,6,5,5,
K01246,88,51,19,6,19,6,5,
K01201,20,45,2,13,5,2,10,
K03070,4,68,2,16,0,2,9,
K03593,502,1300,24,256,55,62,235,
K19168,66,222,27,47,7,11,35,
K01372,11,26,5,17,1,0,5,
K03088,78,288,2,59,8,1,60,
K03319,206,519,4,148,15,23,92,
K03550,137,41,4,11,15,5,14,
K11904,1015,348,237,121,122,117,110,
K08972,0,0,0,0,0,0,0,
K01303,584,125,12,70,71,23,55,
K22580,580,200,4,39,89,17,34,
K07568,622,192,165,91,51,119,44,
K06941,383,202,126,62,34,35,35,
K15537,420,374,55,72,43,38,81,
K02523,284,381,121,66,35,26,49,
K11381,1333,2236,399,609,101,188,459,
K07453,94,66,25,11,12,10,15,
K00330,185,356,38,70,14,25,59,
K01607,186,18,5,3,11,0,2,
K18954,235,65,16,19,25,11,18,
K02548,257,317,66,76,24,16,77,
K03218,278,285,70,82,41,31,44,
K03924,288,323,35,130,17,19,66,
K00657,108,66,13,39,10,5,14,
K07114,126,103,11,66,12,12,21,
K07114,200,75,13,50,17,7,24,
K05595,36,67,9,21,3,6,12,
K03088,168,5,1,2,16,0,4,
K19222,28,4,0,1,2,0,0,
K03973,159,1148,44,303,23,26,220,
K10947,110,1659,19,458,10,2,279,
K10806,0,0,0,0,0,0,0,
K07456,199,426,33,78,36,17,55,
K16568,234,102,32,29,24,19,22,
K03648,5,2,1,1,0,0,2,
K09793,358,448,56,105,64,39,90,
K16053,375,143,59,66,23,52,47,
K03474,346,216,76,40,28,32,27,
K01175,250,145,41,40,18,54,34,
K08225,98,5,3,2,5,0,0,
K03723,870,481,76,189,116,75,120,
K11904,1247,4356,92,785,187,90,827,
K01056,0,0,0,0,0,0,0,
K01673,0,0,0,0,0,0,0,
K01673,456,788,89,199,47,90,196,
K00640,0,0,0,0,0,0,0,
K00648,237,221,57,71,34,17,33,
K16568,135,93,31,17,17,33,25,
K19294,479,312,119,95,59,52,50,
K01953,264,75,16,16,25,6,16,
K16870,340,97,10,30,47,13,23,
K16568,178,37,6,14,11,5,7,
K16870,256,124,36,43,40,11,12,
K13018,92,74,8,25,14,7,22,
K09691,356,440,112,106,41,51,53,
K09690,322,310,51,71,44,23,58,
K00973,335,283,72,73,30,17,44,
K01710,56,13,1,7,9,3,4,
K00012,403,144,53,67,48,39,31,
K09748,109,213,47,85,10,10,69,
K02600,608,898,109,350,76,133,259,
K02519,1342,2554,177,1031,173,153,730,
K21573,3999,5788,2471,1216,928,1166,1206,
K21572,1868,3140,1546,698,466,765,593,
K22136,294,68,61,29,22,25,18,
K00645,769,790,151,182,74,106,141,
K01610,2648,1408,618,315,215,445,332,
K03786,55,48,11,9,11,5,11,
K09861,136,123,23,81,13,43,25,
K07052,339,591,135,207,26,38,91,
K07566,377,730,36,161,37,97,134,
K09990,118,9,3,3,13,0,3,
K02171,83,268,33,51,8,15,39,
K02172,344,1024,204,225,93,92,193,
K00616,48,68,1,7,1,3,10,
K00661,0,0,0,0,0,0,0,
K05995,125,91,18,31,9,9,15,
K07259,204,228,24,51,29,15,27,
K03118,122,133,38,33,17,22,19,
K06041,103,103,4,31,8,7,20,
K03654,1952,5379,390,1085,309,275,972,
K08218,287,16,2,8,28,2,8,
K18785,151,14,0,1,22,0,0,
K09704,424,332,33,64,63,23,54,
K08364,92,52,7,36,10,11,10,
K01354,289,104,21,33,28,15,30,
K01719,243,342,55,59,30,36,60,
K00721,197,188,33,40,29,25,37,
K00773,370,265,64,63,49,21,33,
K11720,94,22,7,6,9,1,2,
K09710,331,3139,236,667,44,75,545,
K18962,136,304,38,100,17,8,39,
K00784,98,77,10,48,9,2,14,
K15255,278,53,16,14,21,8,9,
K18954,282,24,4,10,22,3,6,
K11089,220,382,20,39,23,17,41,
K03321,353,56,2,13,19,5,16,
K05795,209,1156,103,302,62,69,230,
K05791,299,810,133,244,59,29,126,
K05794,116,205,19,64,4,3,47,
K01892,86,87,4,23,7,2,12,
K03111,751,1996,271,385,53,75,576,
K18954,48,17,8,4,3,2,0,
K03811,96,9,12,5,11,4,1,
K07168,143,135,12,19,14,14,22,
K07071,177,109,19,25,22,15,24,
K12945,51,31,6,4,8,6,2,
K07126,84,19,10,8,6,5,11,
K03296,17,25,0,18,1,1,6,
K02005,265,268,15,184,28,20,87,
K12340,360,307,17,181,23,27,71,
K00243,50,12,1,4,3,5,7,
K03781,1624,4986,95,927,232,174,957,
K01715,2113,11331,926,1744,455,217,1908,
K01493,727,3676,223,710,139,68,686,
K04763,421,1927,38,389,66,30,335,
K03426,0,0,0,0,0,0,0,
K02014,311,164,44,30,44,22,20,
K01682,2471,3602,320,864,261,327,676,
K02477,0,0,0,0,0,0,0,
K03150,152,2,0,1,14,0,0,
K03149,159,3,2,0,10,1,7,
K00788,11,0,0,0,1,0,1,
K03147,85,2,0,0,13,0,2,
K03154,0,0,0,0,0,0,0,
K18954,14,0,0,3,0,0,0,
K20968,0,0,0,0,0,0,0,
K21573,267,23,3,7,19,6,9,
K21572,0,0,0,0,0,0,0,
K03629,16,4,3,2,2,2,4,
K06894,2993,5673,597,1255,435,511,1218,
K08276,0,0,0,0,0,0,0,
K04750,0,0,0,0,0,0,0,
K08994,238,602,49,143,35,18,109,
K24163,513,702,49,160,46,29,151,
K22757,551,889,221,220,95,75,195,
K15519,191,147,82,43,28,32,35,
K00537,0,0,0,0,0,0,0,
K09158,0,0,0,0,0,0,0,
K02014,23,10,1,0,2,0,1,
K00941,0,0,0,0,0,0,0,
K03707,0,0,0,0,0,0,0,
K03657,838,1005,62,180,138,61,143,
K07263,204,174,2,58,23,6,47,
K07263,278,174,4,51,27,3,41,
K03075,239,234,9,62,27,32,48,
K16870,26,22,9,6,4,1,3,
K06187,202,138,44,25,21,18,18,
K01270,928,1446,272,306,142,135,263,
K22522,101,89,12,25,10,6,28,
K01322,577,397,78,71,69,39,93,
K01889,20,25,6,11,4,8,7,
K01779,0,0,0,0,0,0,0,
K01929,171,64,49,18,16,20,19,
K09001,98,80,42,15,14,7,23,
K12340,207,25,9,69,17,24,12,
K03543,305,66,0,83,28,37,22,
K03446,457,43,7,125,44,20,24,
K05908,58,108,18,28,8,14,17,
K01246,13,6,2,2,2,1,0,
K03969,192,2489,97,386,60,24,321,
K02014,249,2,0,0,26,1,2,
K02483,230,227,8,47,34,19,42,
K03572,499,451,98,105,78,51,97,
K03559,757,1179,188,292,94,204,272,
K03832,1146,1815,50,554,130,250,512,
K02040,283,472,115,110,41,32,65,
K01463,347,948,89,187,57,34,206,
K18889,562,4072,668,625,126,157,638,
K03625,351,403,151,113,29,81,76,
K03210,163,129,99,34,15,23,24,
K16652,120,28,13,7,21,9,4,
K03442,98,74,16,21,11,7,8,
K01939,645,57,146,10,52,197,10,
K01876,84,15,5,2,13,5,0,
K07727,0,0,0,0,0,0,0,
K03327,242,68,11,30,30,9,20,
K00748,218,219,56,58,20,24,36,
K15538,212,58,22,18,28,7,5,
K02238,282,68,40,12,47,18,17,
K00241,569,372,128,69,63,86,69,
K00239,2611,1643,666,365,316,362,326,
K00240,713,861,179,183,106,149,196,
K03215,444,432,60,146,54,57,117,
K00859,0,0,0,0,0,0,0,
K07734,124,388,29,70,17,25,59,
K03551,270,510,83,83,48,39,81,
K01468,320,491,106,106,66,48,75,
K02168,620,540,51,196,79,52,103,
K01479,581,833,143,185,111,65,146,
K00873,33,42,7,11,6,5,10,
K03685,0,0,0,0,0,0,0,
K09458,417,558,99,136,62,79,90,
K02078,1503,2527,547,372,216,258,420,
K00638,149,50,23,24,20,7,17,
K20968,53,162,31,30,6,9,41,
K11904,1244,2156,270,421,195,131,446,
K14060,290,1917,284,179,71,238,243,
K01465,24,17,9,3,3,5,5,
K22719,863,999,222,338,112,130,252,
K03116,169,212,64,54,9,58,40,
K01207,392,555,95,96,53,34,98,
K00754,216,430,94,93,26,36,76,
K09797,46,84,20,9,4,5,12,
K02217,0,0,0,0,0,0,0,
K00705,1870,16929,1308,2353,511,623,3158,
K06006,0,0,0,0,0,0,0,
K02429,273,217,45,31,23,20,35,
K02956,0,0,0,0,0,0,0,
K00962,78,108,27,33,8,6,23,
K07727,0,0,0,0,0,0,0,
K07074,83,52,3,17,11,2,9,
K07074,275,58,10,27,35,4,17,
K00768,189,17,7,4,13,3,6,
K02233,0,0,0,0,0,0,0,
K18954,190,13,1,2,18,0,3,
K00355,0,0,0,0,0,0,0,
K01262,164,40,10,9,12,9,6,
K18954,0,0,0,0,0,0,0,
K08717,171,7,2,4,21,1,5,
K03190,292,7,0,3,46,0,0,
K03189,168,16,2,0,9,0,3,
K03188,124,7,0,1,25,0,2,
K03187,11,0,0,1,2,0,0,
K01428,170,5,0,0,15,0,4,
K01429,180,0,0,0,26,0,1,
K01430,27,2,0,0,0,0,0,
K11942,1,3,0,0,1,0,1,
K02871,1685,929,293,209,97,257,193,
K02996,1552,887,102,198,118,182,221,
K02967,1929,1161,263,256,177,338,274,
K03439,0,3,0,1,0,0,0,
K02357,126,18,39,12,7,7,2,
K01962,8,11,3,6,3,3,0,
K09698,520,898,63,253,69,60,196,
K21001,231,117,38,17,27,32,14,
K00819,0,0,0,0,0,0,0,
K09973,127,33,3,5,20,6,7,
K03088,114,6,0,2,11,1,1,
K01810,589,348,166,84,76,76,47,
K01491,343,264,23,54,32,21,41,
K10026,184,120,7,32,25,10,10,
K02066,273,240,66,59,41,25,42,
K23010,237,2068,13,247,36,31,328,
K07588,663,698,81,98,87,103,126,
K01417,289,218,33,33,45,25,45,
K02839,55,60,6,31,8,2,15,
K14415,254,61,0,39,27,0,9,
K01847,157,17,1,10,18,2,6,
K03466,455,1519,222,394,60,74,374,
K03918,863,3127,371,511,176,121,546,
K03585,873,781,134,308,124,135,147,
K03296,1574,1562,110,603,194,176,290,
K02014,84,61,4,9,9,1,7,
K02346,205,34,2,18,19,0,12,
K03781,1188,257,21,101,100,41,59,
K10979,421,387,50,103,39,67,128,
K01971,348,247,16,61,12,28,73,
K01971,590,210,23,72,49,35,58,
K03885,526,70,26,27,59,22,18,
K08995,186,116,52,5,28,20,27,
K18954,128,152,32,20,10,18,30,
K06889,106,17,6,3,11,4,3,
K00661,50,37,13,10,12,0,9,
K21573,767,194,14,78,84,15,31,
K21572,240,129,8,24,19,7,26,
K15726,807,529,14,168,132,9,109,
K15727,300,228,3,74,28,3,52,
K08994,276,413,86,80,48,33,68,
K16264,202,204,51,50,25,8,41,
K01534,415,334,34,129,62,40,50,
K07152,213,99,11,28,13,12,14,
K04564,203,154,53,42,23,36,37,
K00428,152,7,3,2,20,0,2,
K13292,8,0,0,0,2,0,0,
K22736,250,28,14,25,38,30,11,
K11904,1589,3042,172,578,226,198,507,
K03791,707,671,36,154,108,54,107,
K03205,263,4,0,3,23,0,3,
K02014,181,238,4,58,20,6,53,
K07229,0,0,0,0,0,0,0,
K03543,124,35,0,548,6,0,69,
K18954,205,69,24,757,14,6,221,
K07056,115,53,8,21,16,6,13,
K02313,111,102,46,17,21,13,18,
K25307,0,0,0,0,0,0,0,
K07107,177,46,7,15,11,3,8,
K04518,140,149,8,37,17,19,21,
K07478,2,1,0,0,1,0,2,
K23997,51,11,3,7,5,1,7,
K13292,0,0,0,0,0,0,0,
K00058,108,133,21,51,21,10,19,
K03282,0,0,0,0,0,0,0,
K01823,169,130,30,30,17,10,27,
K00605,606,292,106,72,58,90,47,
K01302,319,76,8,14,38,6,10,
K01302,234,82,11,29,33,14,10,
K03767,483,1893,223,516,73,156,483,
K00826,118,158,30,28,21,18,22,
K01783,65,92,25,29,3,7,20,
K09930,149,123,22,37,17,21,37,
K01206,235,121,26,14,26,3,14,
K00940,10,0,1,0,0,0,1,
K06949,238,152,84,24,15,24,25,
K04516,208,238,52,61,24,33,45,
K02343,112,132,68,66,18,23,31,
K08224,345,120,17,31,33,15,13,
K15977,40,12,5,6,1,0,4,
K06998,0,0,0,0,0,0,0,
K18954,1,1,1,0,0,0,0,
K03639,250,231,31,30,29,30,34,
K03750,284,154,34,28,15,14,23,
K03637,100,74,11,16,9,8,12,
K03752,131,75,9,15,11,14,20,
K08994,0,0,0,0,0,0,0,
K02379,200,311,23,48,26,17,82,
K03635,229,551,3,60,26,28,94,
K07090,67,32,9,9,6,0,14,
K03636,0,0,0,0,0,0,0,
K07223,217,673,78,110,28,13,114,
K08978,0,0,0,0,0,0,0,
K00027,0,0,0,0,0,0,0,
K09794,426,1068,287,135,51,89,150,
K02429,369,243,51,90,60,24,58,
K20483,105,48,4,11,19,4,2,
K20483,0,0,0,0,0,0,0,
K03544,7856,17152,2168,3191,1138,1303,3010,
K02503,77,55,2,17,6,1,12,
K03624,201,558,79,144,29,25,104,
K18954,0,2,0,0,0,0,0,
K01302,517,571,24,171,85,67,139,
K06959,196,70,20,14,21,11,20,
K00588,116,102,13,22,10,7,21,
K06207,942,220,177,79,59,114,55,
K02217,3257,1374,364,316,374,400,341,
K06942,515,225,81,82,44,76,49,
K18954,143,202,39,62,20,11,42,
K03718,0,0,0,0,0,0,0,
K25706,298,335,36,102,24,25,70,
K09761,0,0,0,0,0,0,0,
K00556,5,0,0,0,1,0,0,
K01424,122,100,24,27,17,10,17,
K02014,73,1,0,0,5,4,0,
K13049,200,646,54,123,39,27,91,
K01265,128,45,1,14,21,10,7,
K06889,0,0,0,0,0,0,0,
K11904,425,496,27,109,50,43,129,
K22479,26,39,4,8,5,1,7,
K18954,208,219,25,23,25,18,33,
K07148,339,3,0,1,36,1,2,
K11928,165,107,16,27,14,8,19,
K13075,0,0,0,0,0,0,0,
K02160,379,395,36,131,38,50,106,
K07040,53,86,2,22,11,10,22,
K02911,0,0,0,0,0,0,0,
K00793,249,410,56,89,36,7,87,
K13598,225,354,39,98,13,31,50,
K15460,0,0,0,0,0,0,0,
K09812,16,11,0,8,0,0,4,
K06881,272,61,17,15,30,11,17,
K07001,0,0,0,0,0,0,0,
K03559,0,0,0,0,0,0,0,
K06871,349,322,22,65,37,28,55,
