KO,Bd_1_20,Bd_1_29,Bd_2_20,Bd_2_29,Bd_4_20,Bd_4_29,Bd_5_20,Bd_5_29
K00927,0,0,0,0,0,0,8,0
K03771,0,0,0,0,0,0,0,0
K01624,0,0,0,0,0,0,0,0
K04744,0,0,0,0,0,0,0,2
K07102,0,0,0,0,0,0,0,0
K04044,0,2,0,0,0,0,0,0
K01768,0,0,0,0,0,0,0,0
K03723,0,0,0,2,0,0,0,2
K07223,0,0,0,0,0,0,0,0
K02553,0,0,0,0,0,0,0,0
K17290,0,0,0,0,1,0,0,0
K02968,0,0,0,0,0,0,0,0
K01082,0,0,0,0,0,0,0,2
K16235,0,0,0,0,0,0,0,0
K01885,0,0,0,0,2,0,0,2
K23163,0,0,0,0,0,0,2,0
K00355,0,0,0,0,2,1,0,0
K03438,0,0,0,0,0,0,2,2
K03586,0,0,0,0,0,0,0,0
K03587,0,0,0,0,1,0,2,0
K01928,0,0,0,0,0,0,0,0
K01929,0,0,0,0,0,0,0,0
K01032,0,0,0,0,0,0,0,0
K01031,0,0,0,0,0,0,0,0
K03381,0,0,0,0,0,0,0,0
K01856,0,0,0,0,0,0,0,0
K03464,0,0,0,0,0,0,0,0
K21756,0,0,0,0,0,0,0,0
K02554,0,0,0,0,2,0,0,0
K18366,0,0,0,0,0,0,0,0
K18365,0,0,0,0,0,0,0,0
K21758,0,0,0,0,0,0,0,0
K10216,0,0,0,0,0,0,0,0
K05817,0,0,0,0,0,0,0,0
K03978,0,0,0,0,0,0,0,0
K07044,0,0,0,0,0,0,0,0
K10805,0,0,0,0,8,0,0,0
K00631,0,0,0,0,0,0,0,0
K03655,0,0,0,0,2,0,0,0
K02242,0,0,0,0,0,0,0,0
K22522,0,0,0,0,0,0,0,2
K03284,0,0,0,0,0,0,0,0
K13821,0,0,0,0,0,0,0,0
K00557,0,0,0,0,0,0,0,0
K11928,0,0,0,0,0,0,0,0
K03719,0,0,0,0,0,0,0,0
K12410,0,0,0,0,0,0,0,0
K02437,0,0,0,0,0,0,0,0
K18893,0,0,0,0,0,0,0,4
K00799,0,0,0,0,0,0,0,0
K01091,0,0,0,0,2,0,0,0
K06179,0,0,0,0,0,0,0,0
K08300,2,1,2,0,2,0,2,0
K13776,0,0,4,0,0,0,0,0
K18900,0,0,0,0,0,0,0,0
K02495,0,0,0,0,0,0,0,2
K09936,0,0,0,0,0,0,0,0
K03327,0,0,0,0,0,0,0,0
K02909,0,0,0,0,0,0,0,0
K06199,0,0,0,0,0,0,0,0
K01069,0,0,0,0,0,0,0,0
K01772,0,0,0,0,0,0,1,0
K09862,0,0,0,0,0,0,0,0
K01776,0,0,0,0,0,0,0,0
K09986,0,0,0,0,0,0,0,0
K00311,0,0,0,0,0,0,0,4
K04085,0,0,0,0,0,0,1,0
K03820,0,0,0,0,0,0,4,0
K06878,0,0,0,0,0,0,0,0
K02455,0,0,0,0,0,0,2,0
K02456,0,0,0,0,0,0,0,0
K04066,0,0,0,2,0,0,0,0
K11747,0,0,0,4,2,0,2,0
K04083,0,0,0,2,2,0,0,4
K05516,0,0,0,0,0,0,0,0
K03284,0,0,0,0,0,0,0,0
K00962,0,0,0,0,5,0,4,0
K18997,0,0,0,0,0,0,0,0
K02956,1,1,0,1,0,0,1,2
K03582,0,0,0,0,0,0,0,0
K03581,0,0,0,0,0,0,0,0
K03583,0,0,0,0,6,0,0,0
K23753,0,0,0,0,2,0,0,0
K03183,0,0,0,2,0,0,0,0
K05837,0,0,31,3,167,10,213,44
K14445,50,29,725,47,807,96,772,709
K05501,28,6,266,5,265,20,306,247
K07025,7,11,72,23,48,23,59,107
K00930,2,14,36,11,134,12,153,80
K02073,8,18,109,36,99,44,93,140
K04065,6,19,208,68,165,51,194,844
K03271,6,25,255,28,256,71,255,613
K07460,4,10,75,14,74,26,88,143
K07056,6,12,53,15,114,25,102,127
K03642,0,0,4,0,1,1,1,0
K00567,0,0,0,0,0,0,0,0
K06958,4,10,64,33,226,21,300,168
K03285,0,2,39,8,87,7,97,53
K16012,14,9,72,37,109,11,86,126
K00759,0,0,0,0,0,0,0,0
K16013,6,18,192,28,307,53,384,170
K00426,10,6,94,31,147,25,208,116
K00425,29,29,389,116,463,113,611,251
K00424,0,0,0,0,0,0,0,0
K08289,28,50,375,223,295,58,372,1117
K06041,6,13,102,29,215,52,251,285
K03270,11,20,125,41,147,37,183,277
K11719,10,18,51,19,104,47,100,133
K09774,7,6,41,13,127,20,196,154
K06861,9,8,83,16,199,26,165,311
K05808,132,430,5078,721,2249,404,2704,2665
K22917,2,0,10,0,127,6,182,4
K01728,0,0,10,4,260,0,274,10
K05782,0,1,11,4,153,1,194,17
K07588,2,2,12,5,80,4,101,36
K07795,0,1,4,1,149,2,179,8
K01999,0,2,4,6,305,4,411,28
K00059,0,0,4,2,230,2,310,17
K00798,0,0,1,2,32,2,48,3
K07795,2,2,58,13,70,10,92,53
K01458,8,6,82,23,178,11,154,70
K00324,8,12,118,53,160,45,248,206
K00325,2,8,30,19,86,4,124,38
K11473,0,3,34,19,65,15,94,45
K11472,12,11,58,32,85,22,84,39
K00104,9,30,80,54,196,29,294,100
K00102,10,79,279,140,271,195,277,525
K01626,16,21,54,26,103,29,123,158
K03568,11,130,230,70,252,156,368,506
K03746,0,0,0,0,0,0,0,0
K07315,11,17,93,81,345,50,413,391
K21020,16,9,90,27,177,42,170,93
K13243,22,13,182,64,343,53,551,163
K09461,22,19,402,90,483,70,592,1925
K00059,24,13,186,38,128,23,174,227
K00249,28,5,193,29,159,19,224,169
K08295,20,15,257,60,322,61,439,336
K01075,1,3,54,4,37,4,95,45
K09022,5,3,150,5,143,20,170,87
K09474,0,0,4,2,50,0,70,3
K03808,0,0,10,2,80,6,79,12
K03808,0,0,0,2,83,0,124,9
K06192,0,0,7,0,221,0,288,24
K09857,3,0,0,1,53,2,109,5
K02033,4,22,20,24,144,39,161,162
K02034,2,6,13,21,91,22,83,70
K02031,2,4,3,15,153,13,170,21
K02032,0,8,19,20,83,12,187,32
K22293,0,0,2,1,11,0,4,7
K07795,1,4,1,4,22,32,26,95
K03556,3,1,13,14,81,6,49,60
K01265,0,0,0,0,0,0,0,0
K01999,0,0,0,6,169,0,214,11
K07666,0,64,86,64,133,66,271,467
K07645,4,27,59,24,187,19,216,258
K04771,0,0,10,9,136,11,170,95
K01801,0,0,0,0,0,0,0,0
K03527,12,23,304,29,205,75,217,399
K03774,14,23,125,33,91,48,71,277
K03630,6,2,16,5,140,5,173,27
K07130,6,11,63,21,101,13,142,153
K00453,4,1,51,19,121,18,126,82
K02909,23,170,371,125,278,125,193,1209
K03327,0,3,8,2,50,1,68,9
K01912,1,1,17,7,11,17,36,14
K03976,0,0,0,0,0,0,0,0
K04763,2,5,9,14,73,15,121,44
K03566,1,4,47,6,190,25,264,125
K01652,9,10,208,45,332,60,414,208
K00252,11,25,675,121,668,177,748,1769
K21395,0,2,9,2,94,7,113,43
K15511,8,8,98,42,117,31,123,67
K15512,6,4,112,55,162,31,224,158
K15513,16,23,476,147,372,168,432,808
K15546,6,13,168,202,195,114,212,811
K06894,2,0,15,4,65,0,84,10
K06891,2,2,25,6,80,12,138,50
K00632,1,7,44,9,76,2,102,85
K03704,0,0,0,0,0,0,0,0
K09005,0,0,0,0,0,0,0,0
K03406,12,16,106,32,185,50,323,261
K22042,9,14,62,73,69,23,73,306
K03601,20,152,1095,167,600,243,765,2223
K04564,0,0,0,0,0,0,0,0
K03561,7,47,182,83,114,77,137,452
K03559,2,4,31,5,61,10,55,66
K00912,5,0,14,8,145,7,204,55
K00979,8,10,69,27,143,36,110,122
K00939,14,67,485,87,302,124,258,985
K08683,0,19,179,46,188,44,185,286
K03980,3,2,36,12,188,15,208,100
K07165,43,35,174,50,279,36,241,313
K01630,2,5,18,5,14,11,15,52
K02968,0,0,0,0,0,0,0,0
K07795,4,3,50,22,102,15,149,116
K05799,0,1,19,4,70,2,89,22
K07795,2,0,44,12,196,11,197,20
K00821,13,4,136,60,152,62,275,410
K07644,0,0,0,0,0,0,0,0
K00611,0,0,0,0,0,0,0,0
K07665,0,0,0,0,0,0,0,0
K07799,0,0,4,0,104,0,85,13
K18903,1,0,3,3,160,3,216,18
K01940,23,60,419,67,396,120,456,1057
K03549,0,0,2,5,12,0,14,5
K07774,3,14,67,24,155,24,203,135
K03561,5,10,53,6,106,11,181,63
K03559,0,0,0,0,0,0,0,0
K03832,6,2,26,18,85,0,135,31
K02035,5,0,14,4,195,4,228,11
K02031,4,2,84,7,276,16,333,29
K02034,4,0,29,3,82,5,102,17
K02033,0,0,13,0,110,0,102,11
K07795,2,0,6,0,47,1,86,18
K07795,0,0,11,0,122,2,119,16
K01066,0,0,0,0,0,0,0,0
K08137,1,12,40,20,221,9,244,65
K03530,5,8,42,6,25,13,27,51
K07336,4,9,94,14,40,15,48,69
K01740,3,20,142,13,112,18,122,104
K12573,10,27,163,80,203,56,226,338
K03218,0,0,0,0,0,0,0,0
K05812,29,37,156,226,137,57,165,352
K02348,3,6,49,11,66,6,84,42
K13936,0,7,22,2,96,8,135,29
K07112,5,15,97,41,250,49,267,220
K22083,6,10,60,28,179,28,228,124
K05594,3,12,70,5,19,16,14,49
K18911,2,6,33,8,154,9,249,55
K18912,0,6,33,6,204,6,209,40
K01256,12,33,252,69,443,73,587,492
K03841,0,1,2,2,5,1,7,4
K01733,0,1,6,0,82,2,54,9
K00003,26,25,264,87,371,64,400,513
K14261,27,25,298,58,283,116,318,394
K09008,8,36,144,94,113,61,119,298
K03564,0,13,90,32,103,22,121,138
K07175,12,33,191,58,343,60,397,295
K16165,4,6,36,7,36,12,38,71
K01507,3,1,22,6,16,5,17,49
K02498,9,26,429,31,263,48,336,481
K02035,0,0,0,0,0,0,0,0
K18201,2,18,27,31,132,56,194,321
K14058,0,0,1,3,65,1,64,32
K12243,0,0,8,0,212,5,245,19
K16088,0,0,38,10,424,7,482,30
K01692,36,43,304,99,233,97,274,289
K14287,6,5,31,14,318,9,326,90
K03704,35,232,637,1175,231,231,257,1617
K03495,16,81,520,86,582,124,612,1495
K03501,2,10,97,25,92,22,80,192
K03496,2,5,106,27,151,27,160,276
K22476,10,18,103,72,138,58,174,330
K03497,4,14,149,50,137,36,164,264
K01424,2,4,107,21,124,32,143,182
K02844,0,2,12,10,81,11,92,37
K11747,0,2,32,8,312,9,309,64
K01692,0,0,0,0,0,0,0,0
K00059,1,0,0,5,16,2,21,3
K05799,0,9,36,9,84,5,107,231
K00382,0,1,5,0,7,4,7,0
K24116,0,0,0,0,0,0,0,0
K18446,7,8,60,32,116,33,114,133
K03110,1,0,3,2,35,1,37,6
K08316,2,17,70,51,167,21,153,147
K07289,0,6,42,5,74,13,132,71
K00954,0,0,0,0,0,0,0,0
K05782,0,0,0,0,0,0,0,0
K12942,0,0,0,0,5,1,10,1
K04066,0,2,2,0,8,0,3,0
K01599,3,4,37,5,327,16,337,122
K02112,37,71,907,122,600,179,591,1355
K02114,0,0,0,0,0,0,0,0
K02115,24,29,534,88,611,103,649,1024
K02111,42,106,1068,198,933,307,1051,2208
K02113,25,26,527,104,701,206,711,1196
K02109,24,49,328,109,480,156,465,1031
K02108,73,129,1320,1057,1147,370,1068,3252
K02110,0,0,0,0,0,0,0,0
K12685,1,2,11,4,23,5,23,19
K09019,0,0,1,0,3,1,5,5
K06024,36,62,236,190,188,108,245,973
K06178,52,63,516,229,515,225,589,1305
K01473,2,2,14,6,56,4,89,2
K01474,4,5,39,15,207,9,185,10
K01703,0,3,33,4,79,16,121,17
K01996,2,3,50,7,91,19,102,16
K01995,0,1,20,9,47,8,67,5
K01998,3,2,19,4,71,1,115,16
K01997,0,2,20,4,67,6,76,5
K01999,0,2,39,16,86,5,100,14
K03710,4,12,104,39,136,19,194,67
K01999,0,0,16,2,150,10,185,16
K01061,1,2,19,4,253,7,299,14
K21965,0,0,0,1,175,1,229,12
K09749,1,2,10,7,250,8,313,8
K06902,5,8,104,52,208,37,246,110
K01895,27,28,527,77,664,125,664,275
K01620,3,3,16,13,103,12,111,34
K00311,1,2,19,12,98,7,98,50
K07107,2,5,99,46,134,31,124,225
K01028,22,37,326,77,212,120,286,503
K01029,8,14,43,17,53,20,63,76
K02348,0,1,4,0,16,1,14,5
K13051,20,107,572,229,334,283,384,1523
K13892,65,162,953,362,672,648,595,2317
K13889,20,95,1422,251,1501,730,1536,3609
K02033,4,19,135,49,164,93,247,426
K13891,10,23,227,97,235,123,206,647
K01266,11,1,89,38,164,59,244,168
K16203,6,8,128,41,166,54,238,242
K01262,14,6,121,36,206,32,179,220
K01937,37,38,441,158,529,115,625,1403
K01689,46,43,856,134,799,134,808,1626
K05589,0,0,0,0,0,0,0,0
K04083,0,2,2,0,47,0,54,8
K03269,2,37,121,48,138,29,204,230
K25137,68,57,649,409,400,77,476,1027
K01720,10,12,75,31,205,16,238,128
K08973,0,0,0,0,0,0,0,0
K01659,11,10,246,35,395,75,530,276
K03417,13,28,308,29,531,82,508,392
K00024,8,9,163,53,284,50,353,343
K03710,6,22,112,43,245,43,353,437
K00241,7,25,236,52,182,72,146,580
K00242,2,14,64,30,84,38,82,292
K00239,29,68,660,198,894,273,1105,2091
K00240,2,40,445,82,408,93,464,1083
K09159,7,23,133,27,124,53,124,508
K01647,26,66,792,124,685,155,763,1889
K00029,1,4,37,11,51,9,38,59
K08983,0,0,0,0,0,0,0,0
K00163,30,55,536,141,519,204,623,1043
K00164,75,83,1487,214,1802,246,1764,2503
K00658,24,22,420,68,677,106,701,641
K00382,13,24,470,77,542,76,698,401
K06916,3,0,66,6,232,5,311,103
K23514,0,0,4,2,67,3,38,5
K07165,0,0,0,2,125,2,129,2
K02014,0,0,10,4,321,0,302,29
K06959,11,19,192,69,289,6,235,270
K01867,0,0,0,0,0,0,0,0
K03722,9,5,80,42,189,23,248,87
K05807,0,0,8,1,14,4,11,25
K06180,3,8,46,36,133,25,241,135
K05810,6,6,76,24,83,14,119,65
K03821,24,64,535,264,292,110,412,743
K01915,7,0,40,12,235,6,300,14
K18649,1,2,96,2,162,10,151,20
K02012,5,28,272,19,271,49,399,100
K02010,1,1,36,2,148,9,187,24
K02011,3,9,32,12,240,11,294,61
K02030,0,0,3,0,8,0,5,3
K02031,0,0,0,0,0,0,0,0
K02034,0,0,6,2,70,4,92,1
K02033,0,1,0,2,22,4,45,4
K02035,0,2,5,2,115,3,162,8
K01753,0,3,9,6,163,18,186,27
K07478,21,21,117,58,189,45,221,290
K01875,28,47,290,87,292,80,289,654
K17733,0,0,1,0,19,0,31,0
K00799,0,0,12,5,46,2,81,29
K06194,3,4,39,17,65,10,57,42
K15011,8,38,114,59,238,67,342,609
K15012,0,14,89,27,137,41,155,497
K02297,6,37,125,22,305,27,368,271
K02298,0,5,89,8,168,18,195,186
K02299,0,0,0,0,0,0,0,0
K02300,0,0,0,0,0,0,0,0
K01995,2,0,4,6,75,4,99,14
K01997,6,0,9,0,184,6,254,27
K01998,0,3,4,0,129,8,200,32
K02961,2,1,13,1,10,1,8,18
K02878,0,0,1,0,0,0,0,6
K02904,0,0,0,0,0,0,0,0
K02982,20,81,573,63,514,208,561,1307
K02890,3,18,179,27,155,43,205,446
K02886,12,31,370,66,310,155,340,914
K02965,0,0,0,0,0,0,0,0
K02926,4,20,126,27,110,38,124,327
K02892,0,0,0,0,0,0,0,0
K02906,30,116,807,202,808,298,870,2814
K02946,75,82,499,277,420,160,415,1696
K13821,0,1,0,1,1,3,3,7
K06192,3,56,297,54,194,137,225,423
K09857,0,0,0,0,0,0,0,0
K03808,0,6,23,0,27,20,67,29
K03694,25,47,505,153,379,109,465,953
K05367,114,222,2069,428,1177,563,1237,4318
K01114,0,0,0,0,98,0,118,5
K00681,6,6,63,12,200,35,208,126
K02035,6,3,141,31,274,33,336,256
K02033,0,0,17,8,85,13,152,46
K02034,0,1,18,4,70,2,124,20
K00111,2,3,6,12,21,10,29,54
K02444,5,15,68,47,83,30,112,338
K07448,17,48,78,127,155,72,166,671
K14761,0,0,0,0,0,0,0,0
K03719,2,2,14,0,57,5,98,28
K00285,46,14,404,153,343,98,394,619
K00023,13,36,827,103,362,130,488,336
K07230,8,8,93,26,117,9,128,31
K07243,2,6,29,15,187,7,272,8
K06998,12,24,109,50,126,50,105,252
K04065,0,0,0,0,0,0,0,0
K03802,4,12,82,36,165,21,162,126
K02011,0,0,1,0,49,1,60,4
K02012,4,0,5,4,160,0,165,10
K03719,0,1,2,1,90,4,120,21
K01997,8,16,64,44,196,48,177,172
K01998,7,23,160,46,186,79,244,150
K01995,3,8,74,36,68,53,129,111
K01996,0,1,0,0,0,0,1,0
K01779,1,0,1,1,18,0,21,6
K00799,5,8,92,16,166,20,195,164
K15270,6,8,49,38,27,20,46,100
K11208,0,0,0,0,0,0,0,0
K01476,0,4,18,5,23,0,30,40
K02073,0,0,0,0,0,0,0,0
K07098,2,10,11,7,68,7,126,142
K03719,0,0,0,0,0,0,0,0
K01613,2,0,0,7,56,1,44,30
K06158,4,4,71,22,132,18,158,127
K01644,8,13,44,23,108,33,111,236
K22479,0,0,0,2,0,2,2,1
K02032,1,0,0,0,1,0,0,0
K02031,0,0,2,8,191,0,234,10
K15582,0,2,0,2,125,2,200,4
K02033,0,0,1,0,54,0,33,0
K15580,0,0,2,7,146,0,154,16
K01626,1,2,7,3,181,4,200,25
K02403,0,3,5,5,54,4,81,31
K08995,3,4,8,5,32,4,21,21
K04062,0,0,5,0,9,0,5,1
K01935,1,0,0,0,0,0,0,0
K00652,2,6,14,6,25,7,47,6
K00833,0,1,14,5,123,2,143,38
K00023,0,2,8,3,28,8,46,30
K13926,2,11,147,30,219,29,255,136
K01992,0,0,0,0,0,0,0,0
K01993,17,10,194,30,203,33,247,341
K18139,13,8,124,22,124,32,199,261
K03821,14,37,288,42,375,81,440,680
K06182,22,26,143,77,115,32,130,348
K01673,22,36,239,44,213,50,241,402
K01425,13,107,285,112,261,137,332,493
K09983,0,1,15,8,16,2,9,25
K23242,2,6,51,21,103,12,70,122
K06996,0,1,1,0,9,0,6,0
K14060,0,5,54,26,121,16,160,100
K09945,58,83,814,120,375,162,403,2041
K10844,6,4,26,3,86,8,87,20
K00681,3,4,8,5,5,1,7,24
K07795,2,67,97,69,128,108,130,588
K06199,2,1,4,6,33,3,34,4
K06199,0,0,0,0,0,0,0,0
K23779,1,2,6,12,68,7,86,52
K02400,0,1,1,1,11,0,8,4
K02401,18,2,96,16,151,17,198,45
K03406,3,0,114,11,230,19,195,73
K03414,9,2,64,0,86,4,118,21
K03412,20,1,295,21,234,23,228,153
K03413,0,0,0,0,0,0,0,0
K00575,10,2,199,20,152,21,176,144
K12685,16,27,87,31,270,28,300,162
K07795,0,0,0,0,0,0,0,0
K00626,6,2,76,15,182,22,282,15
K18555,0,0,0,0,0,0,0,0
K03975,0,0,4,1,0,1,2,10
K00097,10,16,112,25,131,14,198,157
K14347,1,12,43,5,103,6,111,69
K07156,0,0,12,6,25,4,59,22
K07245,2,6,7,1,94,3,121,11
K07302,2,1,25,7,78,12,116,34
K07303,4,3,88,33,218,8,286,69
K06168,0,0,1,0,4,0,10,0
K03074,0,0,3,0,6,0,1,2
K03072,6,14,150,66,295,33,276,550
K03210,13,18,144,35,168,64,177,346
K03569,3,1,16,1,9,5,10,23
K02435,3,6,20,9,82,9,112,94
K02433,29,17,279,77,282,52,302,374
K02434,2,4,62,14,183,21,138,108
K00762,8,5,49,11,19,15,18,54
K01142,4,12,126,34,237,29,285,225
K03790,0,1,10,1,39,2,69,15
K05835,0,0,14,2,37,0,27,11
K11068,0,0,13,2,30,1,18,16
K03719,0,0,0,0,13,0,9,6
K01556,7,24,80,35,168,46,172,314
K03704,0,0,0,0,0,0,0,0
K03442,0,1,7,1,68,3,124,8
K03088,0,0,0,0,0,0,0,0
K08995,1,1,3,6,27,3,68,7
K03719,0,4,35,30,105,16,156,47
K05834,0,7,36,22,113,33,113,136
K11939,0,1,6,0,30,3,26,13
K07799,0,5,11,4,203,11,235,76
K07788,1,4,21,12,526,6,703,53
K07789,2,4,23,8,530,16,643,25
K07795,0,0,0,0,0,0,0,0
K05712,2,1,16,16,288,3,460,48
K07795,0,2,8,12,128,8,169,32
K02523,33,15,99,234,112,19,79,279
K18829,0,0,0,0,0,0,0,0
K18828,0,0,0,0,0,0,0,0
K02888,13,99,391,88,235,147,239,776
K02899,21,30,279,73,177,72,140,489
K03979,8,12,201,54,283,37,289,436
K00931,2,0,14,2,34,4,46,18
K03147,0,4,4,13,75,13,123,32
K22187,3,1,31,11,55,8,58,74
K05799,12,9,183,72,219,14,225,490
K21029,0,1,2,0,2,0,3,8
K03797,0,4,67,25,68,21,61,176
K22719,149,265,1387,568,824,609,728,4577
K01834,22,18,104,73,130,55,160,210
K03676,4,10,58,20,105,19,128,119
K03071,8,12,224,46,284,56,314,443
K00057,4,4,87,18,139,27,173,183
K07795,2,1,23,10,74,11,141,96
K03216,0,0,0,0,0,0,0,0
K02242,2,7,42,16,124,17,168,85
K02169,0,0,2,0,64,2,131,5
K06048,0,4,22,21,103,11,95,34
K03498,4,80,415,155,341,143,454,645
K03499,2,2,34,23,220,14,316,68
K13598,74,63,505,265,303,233,295,900
K03500,5,20,134,23,174,18,224,246
K14441,2,14,214,73,289,50,321,614
K22522,2,7,62,17,124,33,126,103
K01091,0,2,13,3,51,3,58,40
K00604,0,2,6,1,7,3,8,12
K07006,0,0,0,0,0,0,0,0
K01462,3,15,134,46,117,56,141,312
K04096,0,8,23,12,176,8,232,34
K01640,0,0,32,10,74,6,114,34
K09969,0,1,0,0,6,0,3,1
K05825,5,16,159,51,210,34,265,197
K06997,0,0,0,0,0,0,0,0
K00167,2,1,65,17,104,24,115,41
K00166,9,7,116,45,191,23,205,69
K00569,6,11,48,3,95,11,91,134
K00878,0,0,24,9,72,5,79,38
K00788,0,0,4,0,48,0,43,26
K07114,0,2,4,4,44,3,74,5
K17989,12,7,93,71,79,20,114,114
K09990,0,0,12,2,104,5,166,43
K03919,2,2,6,8,95,1,173,14
K13409,0,0,0,0,0,0,1,1
K20975,0,0,0,0,0,0,0,0
K13408,3,2,12,2,181,2,189,6
K21395,4,10,22,11,68,4,51,36
K21394,0,0,0,0,0,0,0,0
K02529,18,31,108,113,228,54,281,458
K11444,2,1,7,2,103,0,140,39
K03412,4,15,75,14,138,22,145,96
K02035,0,4,9,6,221,2,320,16
K01754,4,2,49,13,142,17,160,88
K02806,4,10,88,18,124,39,209,299
K06023,7,19,122,22,159,45,164,271
K08301,11,9,124,66,218,24,288,230
K12685,2,18,73,59,190,33,190,266
K22041,0,0,0,0,0,0,0,0
K00059,0,0,0,0,0,0,0,0
K11959,0,0,4,2,201,2,334,2
K11960,0,2,2,0,135,0,173,14
K11961,0,0,4,3,266,0,285,0
K11962,1,2,12,6,123,0,110,25
K11963,9,7,47,22,182,22,252,87
K01455,1,2,38,8,51,5,90,31
K01995,0,0,4,1,57,0,73,2
K01998,2,0,2,3,84,0,88,14
K01997,0,0,4,3,57,0,88,1
K01999,2,0,0,4,127,2,179,2
K18702,0,0,2,4,281,4,216,17
K18028,0,0,1,0,22,0,34,1
K07250,0,6,6,0,87,4,147,25
K03286,0,12,14,14,119,12,157,10
K01724,0,0,0,0,0,0,0,0
K00992,5,3,38,12,55,27,99,209
K07102,2,9,42,13,92,10,137,99
K04744,47,49,348,182,477,116,545,832
K03771,16,11,156,27,252,88,251,396
K00865,0,1,1,1,8,1,11,5
K02528,0,0,0,0,0,0,0,0
K00873,15,7,102,31,107,28,118,123
K06373,0,0,2,0,43,4,60,4
K01462,0,0,20,2,58,6,59,24
K03430,4,0,72,4,130,10,167,68
K01759,0,0,0,0,0,0,0,0
K01879,0,12,60,13,86,3,78,111
K00655,0,0,0,0,0,0,0,0
K03273,0,0,0,0,0,0,0,0
K01878,6,5,77,12,183,21,255,178
K19113,0,4,28,14,118,15,177,148
K01692,2,5,110,17,218,30,220,231
K01676,2,4,47,13,93,10,144,107
K07795,0,0,5,1,11,4,14,10
K00459,0,0,0,0,0,0,0,0
K07795,0,0,2,6,20,0,32,0
K07068,0,0,0,0,65,2,88,5
K15866,0,0,0,0,0,0,0,0
K18291,2,0,25,6,132,1,218,5
K18289,1,4,13,2,104,2,110,14
K18292,16,11,84,35,120,16,190,66
K01483,0,0,0,0,0,0,0,0
K01998,1,0,11,3,76,0,105,7
K01997,2,0,9,4,114,0,97,2
K01999,0,0,13,0,147,1,180,6
K01426,0,2,30,7,278,11,340,44
K05799,4,2,15,16,98,5,140,47
K01759,0,0,0,0,0,0,0,0
K08177,0,0,1,4,57,1,62,14
K01426,0,0,23,14,302,2,300,48
K03566,0,0,0,0,0,0,0,0
K18900,0,3,10,7,85,0,85,27
K07795,1,2,5,7,121,9,185,59
K01640,3,0,36,13,87,19,110,61
K07749,4,6,40,15,102,18,127,116
K03439,0,9,40,5,134,13,257,69
K01259,6,7,74,19,113,28,151,147
K03154,7,4,77,11,56,10,70,44
K03315,0,0,8,0,139,6,184,33
K03106,5,2,39,7,49,20,59,60
K04079,8,12,140,30,122,42,130,208
K03806,0,0,0,0,0,0,0,0
K00799,0,0,0,0,0,0,0,0
K00558,4,46,165,184,206,62,258,605
K02529,0,0,10,4,40,2,43,18
K18981,1,4,18,6,114,7,143,53
K10112,0,1,22,11,129,1,149,56
K02025,2,0,11,6,167,0,227,25
K17737,0,5,1,6,93,2,92,32
K01714,2,0,12,0,141,2,161,14
K07795,0,0,0,0,0,0,1,0
K18013,2,0,34,7,214,7,223,73
K01999,0,0,13,0,185,18,238,27
K01580,26,36,403,23,555,36,645,125
K20265,3,2,82,4,167,5,252,2
K18308,4,6,31,15,149,6,183,41
K09012,1,13,51,10,73,28,87,97
K02035,10,21,177,62,286,103,365,456
K03285,1225,4643,55241,5550,19017,9346,21245,57415
K00330,15,76,310,145,207,118,213,1242
K00331,18,40,233,75,211,99,244,854
K00332,6,37,249,49,227,65,221,723
K00333,10,46,352,79,405,122,393,1025
K00334,21,14,186,39,140,32,159,426
K00335,62,42,524,145,355,99,485,842
K00336,47,72,744,160,722,187,663,1431
K00337,18,30,346,66,341,83,402,657
K00338,12,23,173,42,139,34,156,252
K00339,2,8,111,22,168,22,193,266
K00340,2,4,57,11,56,11,74,104
K00341,35,26,535,78,535,101,706,864
K00342,15,31,361,62,344,86,392,685
K00343,18,15,276,36,295,76,314,535
K16090,0,1,0,0,25,0,24,2
K03723,0,7,58,10,155,12,195,58
K01079,0,0,0,0,0,0,0,0
K01770,1,5,33,9,37,6,54,24
K04756,0,0,0,0,0,0,1,0
K07638,45,205,1910,366,1047,304,1138,2796
K24126,0,0,0,0,0,0,0,0
K07659,19,33,281,64,247,83,361,650
K14742,31,24,217,94,229,82,322,429
K08227,0,0,1,0,15,0,4,6
K21929,0,0,0,0,0,0,0,0
K03529,49,36,584,144,509,147,584,815
K01972,4,11,126,41,215,36,271,190
K03769,1,6,43,13,32,9,32,160
K05527,2,1,18,3,16,3,11,61
K06190,0,25,87,21,100,35,114,421
K07305,3,25,113,44,108,39,124,546
K16784,2,0,30,4,99,4,138,51
K16783,2,2,8,12,64,0,83,23
K03523,0,2,48,10,155,15,276,81
K01999,69,123,755,369,629,424,699,1587
K01997,15,23,147,74,276,70,325,355
K01995,3,19,89,38,138,35,191,105
K01114,0,0,2,0,68,1,59,0
K01996,0,0,0,0,0,0,0,0
K04343,4,0,14,12,189,1,265,21
K00826,4,0,34,17,145,18,158,46
K01998,8,15,100,32,171,20,196,147
K01997,3,17,88,50,86,37,122,75
K01999,24,58,201,80,210,106,274,179
K01996,6,55,335,113,219,133,250,245
K10773,9,31,155,197,106,54,98,293
K03616,0,2,9,13,29,3,14,55
K05973,0,4,16,14,115,11,155,68
K12543,3,10,156,17,196,30,210,394
